experiment,channel,window_index,sampling_rate_hz,raw_bytes,compressed_bytes,reduction_percent,reconstruction_exact,rice_parameters,selected_mode
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),18,500.0,3000,857,71.43,True,"4,4,4,6,4,4,3,3,4,4,4,4,7,5,5,5,5,4,4,3,3,3,4,4,4,7,5,5,5,6,4,4","0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),19,500.0,3000,838,72.07,True,"4,3,4,3,4,5,5,7,4,5,4,5,4,4,3,3,3,4,5,4,7,5,5,5,6,4,3,3,3,4,4,4","1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),20,500.0,3000,883,70.57,True,"4,7,8,4,5,5,5,3,4,3,3,3,4,4,6,7,4,4,5,5,3,4,3,3,4,4,4,6,7,4,5,5","1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),21,500.0,3000,840,72.0,True,"5,5,4,4,3,3,4,5,4,6,6,4,5,5,5,4,3,3,3,4,5,4,6,6,4,4,5,5,4,3,3,3","1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),22,500.0,3000,865,71.17,True,"4,4,5,4,7,6,4,5,5,4,4,4,3,3,4,5,4,6,6,4,5,5,4,4,3,3,3,4,4,4,8,8","1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),23,500.0,3000,864,71.2,True,"5,5,4,6,4,3,3,4,3,4,4,4,7,6,4,5,6,4,4,3,3,3,4,5,3,8,6,4,5,5,4,4","0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),24,500.0,3000,824,72.53,True,"4,3,3,4,4,5,4,7,5,4,4,5,4,4,3,3,4,4,5,4,7,5,5,5,5,4,4,3,2,3,4,3","1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),25,500.0,3000,854,71.53,True,"5,4,6,5,5,5,6,3,3,3,3,4,4,5,4,7,5,4,4,5,4,3,3,3,3,4,5,4,7,5,5,5","1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),26,500.0,3000,844,71.87,True,"4,6,4,4,3,3,3,4,4,4,6,5,5,5,5,4,4,4,3,4,4,4,5,8,4,4,4,6,3,4,3,3","0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),27,500.0,3000,861,71.3,True,"3,3,4,5,6,7,4,5,5,5,4,3,4,3,3,4,4,6,8,4,5,5,5,4,4,2,3,3,4,5,5,7","1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),28,500.0,3000,885,70.5,True,"8,4,5,5,5,3,4,3,3,4,5,4,7,7,4,5,5,5,4,3,3,3,4,5,4,6,7,4,5,5,5,4","0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),29,500.0,3000,857,71.43,True,"4,4,3,3,4,4,4,7,7,4,5,5,4,4,3,3,3,4,4,4,7,7,4,5,5,5,3,3,3,4,4,5","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),30,500.0,3000,880,70.67,True,"4,6,6,4,5,5,5,4,4,3,3,4,5,4,7,7,4,4,4,4,4,3,3,3,4,5,4,7,7,4,5,5","1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),31,500.0,3000,843,71.9,True,"5,4,3,4,3,3,4,5,4,8,5,5,5,5,4,4,3,3,3,4,4,4,6,6,4,4,5,4,4,3,3,4","1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),32,500.0,3000,856,71.47,True,"3,4,5,4,7,5,5,5,6,4,4,4,3,3,4,4,4,6,5,4,5,5,4,4,3,3,4,4,5,4,7,6","1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),33,500.0,3000,844,71.87,True,"5,4,4,6,3,3,3,3,3,4,4,4,7,5,5,5,5,4,4,3,3,3,4,5,3,6,5,5,5,6,4,4","0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),34,500.0,3000,838,72.07,True,"4,3,3,4,4,4,5,8,5,4,4,5,4,4,3,3,4,4,5,4,7,5,5,5,5,4,3,3,3,4,4,5","1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),35,500.0,3000,866,71.13,True,"5,5,8,5,5,5,5,3,4,4,3,4,4,5,4,7,5,4,4,5,4,3,3,3,3,4,4,5,7,4,5,5","1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),36,500.0,3000,843,71.9,True,"5,5,3,4,3,3,3,4,4,6,6,4,5,5,5,4,3,3,3,4,4,5,6,6,4,4,4,5,3,4,3,3","0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),37,500.0,3000,862,71.27,True,"3,4,4,4,7,7,4,5,5,5,3,3,3,3,3,4,4,6,6,4,5,5,5,3,4,3,3,4,5,4,6,8","1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),38,500.0,3000,891,70.3,True,"7,4,5,5,5,4,3,3,3,3,4,4,7,7,4,5,5,5,4,3,3,4,4,5,4,7,8,4,5,5,5,4","1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),39,500.0,3000,859,71.37,True,"3,3,3,3,4,5,4,7,7,4,5,5,5,4,4,3,3,4,4,4,7,7,4,5,5,5,4,4,3,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),40,500.0,3000,875,70.83,True,"5,4,6,6,4,5,5,4,3,4,4,3,4,5,4,7,7,5,4,5,5,4,3,4,3,4,5,4,6,6,4,4","1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),41,500.0,3000,843,71.9,True,"4,5,4,4,3,3,3,4,4,4,6,5,4,5,6,4,3,4,3,3,4,5,4,8,6,5,4,5,4,4,4,4","0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),42,500.0,3000,840,72.0,True,"4,3,4,5,4,6,5,5,4,5,4,4,3,3,4,4,5,4,8,5,5,5,6,4,3,3,3,3,4,4,4,4","1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),43,500.0,3000,862,71.27,True,"7,5,5,5,6,3,4,4,3,3,4,4,4,7,5,5,4,5,3,3,3,3,3,4,5,4,6,5,5,5,6,4","0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),44,500.0,3000,824,72.53,True,"3,4,3,3,3,5,4,5,6,4,5,5,5,4,3,3,3,3,4,5,4,7,5,5,4,5,3,4,3,4,3,2","1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),45,500.0,3000,925,69.17,True,"4,5,6,6,4,5,5,5,4,4,3,3,3,4,5,5,8,4,5,5,5,4,3,3,6,13,4,5,5,8,4,5","1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),46,500.0,3000,863,71.23,True,"4,4,5,4,4,3,4,4,4,4,7,8,4,5,5,5,3,4,3,3,4,4,4,6,7,4,5,5,5,3,4,3","0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),47,500.0,3000,853,71.57,True,"3,3,4,4,4,7,7,4,4,5,5,3,4,3,3,4,5,4,6,7,4,5,5,5,4,3,3,4,4,5,4,4","1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),48,500.0,3000,867,71.1,True,"6,6,4,5,5,4,4,4,3,3,4,4,4,6,6,4,4,4,4,3,4,3,3,4,4,4,6,6,4,5,5,5","0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),49,500.0,3000,839,72.03,True,"4,4,3,4,3,4,5,4,8,5,4,5,5,4,3,4,3,4,4,5,4,6,6,4,4,4,4,4,3,3,4,4","1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),50,500.0,3000,868,71.07,True,"4,4,4,8,5,4,5,6,4,3,4,3,3,4,4,4,7,5,5,5,5,4,3,3,3,3,4,5,4,8,5,4","1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),51,500.0,3000,833,72.23,True,"4,4,5,3,3,3,3,3,4,5,4,6,5,4,5,6,4,3,3,3,3,4,5,4,6,5,5,5,6,3,4,4","0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),52,500.0,3000,831,72.3,True,"3,3,4,5,5,4,6,5,4,4,4,4,4,3,3,3,4,5,5,7,5,5,5,5,4,4,3,3,3,4,5,3","1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),53,500.0,3000,863,71.23,True,"5,8,4,5,5,5,4,4,3,3,3,4,5,5,6,4,4,4,5,3,4,3,3,3,4,5,5,7,5,5,5,6","1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),54,500.0,3000,847,71.77,True,"5,3,3,3,4,4,5,5,7,7,4,5,5,5,4,4,4,3,3,4,4,7,7,4,4,5,5,4,3,3,3,3","1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),55,500.0,3000,869,71.03,True,"4,5,4,6,6,4,5,5,5,4,3,3,4,4,4,4,6,7,4,5,5,5,3,3,3,3,4,5,4,6,6,3","1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),56,500.0,3000,860,71.33,True,"4,4,5,5,4,3,3,3,4,4,4,6,6,4,5,5,4,4,3,3,3,4,5,4,7,8,4,5,5,5,4,2","0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),57,500.0,3000,846,71.8,True,"3,3,4,4,5,4,6,6,4,4,5,4,4,4,4,4,4,4,4,8,6,4,5,5,4,3,4,3,3,4,5,4","1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),58,500.0,3000,855,71.5,True,"3,6,5,4,5,5,4,4,3,3,3,4,4,3,7,5,4,4,5,4,4,3,3,3,4,4,4,7,6,4,5,4","1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Lead II (LL-RA),59,500.0,3000,823,72.57,True,"5,4,4,3,3,4,4,5,4,6,5,5,5,5,4,3,3,3,3,4,5,3,6,5,4,4,5,4,3,3,4,4","1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),0,500.0,3000,805,73.17,True,"5,4,3,4,3,7,6,3,4,4,4,3,3,4,4,4,4,3,7,4,4,3,3,3,4,3,3,4,4,4,6,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),1,500.0,3000,797,73.43,True,"5,4,4,4,3,4,3,3,3,3,4,4,7,5,4,4,4,4,4,4,3,4,4,4,5,6,4,3,4,4,3,2","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),2,500.0,3000,789,73.7,True,"3,3,4,4,4,3,7,5,3,4,4,4,3,4,3,3,3,4,5,6,4,4,4,4,4,4,4,3,4,4,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),3,500.0,3000,808,73.07,True,"7,5,3,3,4,3,4,3,3,3,4,4,5,7,4,4,4,4,3,3,3,4,4,4,4,6,6,4,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),4,500.0,3000,793,73.57,True,"4,3,4,3,4,4,3,7,4,4,3,4,3,4,3,3,4,4,4,5,7,3,3,4,4,3,3,3,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),5,500.0,3000,797,73.43,True,"4,7,5,3,4,4,3,3,3,3,4,4,4,3,7,4,4,4,4,4,4,3,3,3,4,4,4,7,4,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),6,500.0,3000,790,73.67,True,"4,3,4,3,3,4,4,3,5,7,4,4,3,4,3,4,3,3,4,4,4,5,6,4,3,4,4,4,4,3,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),7,500.0,3000,821,72.63,True,"4,4,4,6,6,4,4,4,4,3,4,4,3,3,4,3,6,6,4,3,4,4,4,4,3,3,3,4,3,6,6,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),8,500.0,3000,794,73.53,True,"4,4,4,3,3,4,3,3,3,3,4,6,6,4,4,4,4,4,3,3,4,4,4,4,6,5,4,4,4,3,3,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),9,500.0,3000,785,73.83,True,"3,3,3,3,4,3,7,5,3,4,4,4,4,3,3,4,3,4,3,7,5,4,3,4,3,3,3,4,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),10,500.0,3000,808,73.07,True,"4,7,5,4,3,4,4,4,3,3,3,4,4,4,7,5,3,4,4,3,4,4,3,3,4,4,3,7,5,4,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),11,500.0,3000,787,73.77,True,"4,3,4,3,3,3,3,3,4,7,5,4,4,4,4,3,3,3,3,3,4,4,7,5,4,4,4,3,3,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),12,500.0,3000,803,73.23,True,"4,4,4,4,7,4,4,4,4,3,4,3,4,3,4,4,5,7,4,4,4,4,3,4,3,3,3,4,4,4,7,5","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),13,500.0,3000,796,73.47,True,"4,4,4,4,3,3,3,3,4,4,4,5,7,4,3,4,4,3,3,3,3,3,4,4,5,7,4,4,4,4,3,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),14,500.0,3000,790,73.67,True,"4,4,4,4,4,4,5,6,4,3,4,4,4,3,3,3,4,4,3,6,6,4,3,4,4,3,3,3,4,3,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),15,500.0,3000,816,72.8,True,"4,6,6,4,4,4,3,4,3,3,4,4,4,3,6,6,4,4,4,4,3,3,3,3,4,3,4,5,6,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),16,500.0,3000,791,73.63,True,"4,4,3,4,3,3,4,4,3,7,5,4,3,4,4,4,4,3,3,3,4,3,6,6,4,4,4,4,3,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),17,500.0,3000,802,73.27,True,"4,4,4,3,7,5,4,4,4,4,4,3,4,4,4,4,3,7,5,3,3,4,4,3,3,3,3,4,4,3,7,6","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),18,500.0,3000,781,73.97,True,"4,4,4,4,3,4,4,3,4,3,4,4,7,4,3,3,4,3,3,3,3,3,4,4,4,7,5,4,4,4,4,2","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),19,500.0,3000,786,73.8,True,"3,3,3,4,4,4,4,7,4,4,4,4,4,3,3,4,4,3,4,4,7,4,3,3,4,4,4,4,3,4,3,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),20,500.0,3000,814,72.87,True,"4,5,6,4,3,4,4,3,4,3,4,4,4,4,5,7,4,4,4,4,3,3,3,3,3,4,3,5,6,4,4,2","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),21,500.0,3000,792,73.6,True,"4,4,4,3,3,3,4,4,4,5,6,3,4,4,4,4,4,3,3,4,4,4,5,6,4,4,4,4,3,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),22,500.0,3000,809,73.03,True,"3,4,4,4,6,5,4,3,4,4,3,4,3,4,4,4,3,6,6,4,4,4,4,4,3,4,3,4,4,4,6,8","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),23,500.0,3000,796,73.47,True,"5,4,4,4,4,3,3,3,3,3,3,4,7,5,3,3,4,4,3,4,4,3,4,3,3,7,5,4,4,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),24,500.0,3000,788,73.73,True,"3,3,3,4,4,4,4,7,5,4,4,4,4,4,3,3,3,4,4,4,7,5,4,4,3,4,3,4,3,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),25,500.0,3000,804,73.2,True,"4,4,7,4,4,4,3,3,3,3,3,4,3,4,4,7,4,4,4,4,3,4,4,3,3,3,4,4,7,5,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),26,500.0,3000,786,73.8,True,"4,3,3,3,4,3,3,4,4,4,7,4,4,4,4,3,3,3,3,4,3,4,4,7,4,4,4,4,4,3,3,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),27,500.0,3000,792,73.6,True,"3,3,4,4,5,7,4,4,4,4,3,3,3,3,4,4,4,5,7,4,3,3,4,3,4,3,3,3,4,4,4,7","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),28,500.0,3000,811,72.97,True,"6,4,3,4,4,3,3,3,3,4,4,4,5,6,4,4,4,4,4,4,3,3,4,4,4,5,7,3,3,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),29,500.0,3000,799,73.37,True,"4,4,3,3,4,4,4,6,6,4,4,4,4,3,3,3,3,4,4,4,5,6,4,3,4,4,3,3,3,4,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),30,500.0,3000,821,72.63,True,"3,6,6,4,4,4,4,4,3,3,3,4,4,4,6,6,4,4,4,4,4,4,3,3,4,4,4,6,6,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),31,500.0,3000,791,73.63,True,"4,3,3,3,3,3,4,4,3,7,5,4,3,4,4,4,3,3,3,4,4,3,6,6,4,3,4,4,3,3,3,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),32,500.0,3000,810,73.0,True,"4,4,4,4,7,5,3,3,4,4,4,3,4,3,3,4,4,7,5,4,3,4,4,4,3,4,4,4,4,3,6,6","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),33,500.0,3000,797,73.43,True,"4,4,4,4,3,3,3,3,4,4,4,4,7,4,3,3,4,3,4,3,4,3,4,4,3,7,5,4,3,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment B (Simulated 500Hz ADS1292R),Respiration (RESP),34,500.0,3000,777,74.1,True,"3,3,3,4,4,4,4,7,4,4,4,4,3,3,3,3,4,4,4,4,7,4,3,3,4,3,3,3,3,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
