experiment,channel,window_index,sampling_rate_hz,raw_bytes,compressed_bytes,reduction_percent,reconstruction_exact,rice_parameters,selected_mode
Experiment A (Native 1000Hz),Lead I (LA-RA),0,1000.0,3000,781,73.97,True,"4,4,3,4,4,3,3,4,4,3,4,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3","0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),1,1000.0,3000,789,73.7,True,"4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,6,0","1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),2,1000.0,3000,781,73.97,True,"5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,4,3,4,5,5,4,4,4,4,4,4","1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),3,1000.0,3000,787,73.77,True,"4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,4,3,3,3,4","0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),4,1000.0,3000,766,74.47,True,"4,3,3,3,3,3,3,3,3,4,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),5,1000.0,3000,776,74.13,True,"4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,3","1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),6,1000.0,3000,796,73.47,True,"6,6,4,3,4,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,2","0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),7,1000.0,3000,790,73.67,True,"4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,2","0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),8,1000.0,3000,758,74.73,True,"3,4,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),9,1000.0,3000,777,74.1,True,"4,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,3,4","0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),10,1000.0,3000,802,73.27,True,"4,3,6,6,3,3,3,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,2","1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),11,1000.0,3000,789,73.7,True,"4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,6,5,3,3,4,4,3,3,3","1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),12,1000.0,3000,778,74.07,True,"4,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4","1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),13,1000.0,3000,766,74.47,True,"4,4,4,3,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3","1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),14,1000.0,3000,785,73.83,True,"3,2,4,3,3,4,4,6,6,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4","1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),15,1000.0,3000,797,73.43,True,"4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,2,3,4,3,3,3,6,6,4,3","1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),16,1000.0,3000,794,73.53,True,"4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,6,6,4,4,4,4,3,4,4","1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),17,1000.0,3000,783,73.9,True,"4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,5,6,4,3,3,3,4,3,4,4,4,3,3,3,4","0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),18,1000.0,3000,777,74.1,True,"4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,3,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,2","1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),19,1000.0,3000,766,74.47,True,"4,4,4,4,4,3,4,6,5,4,4,4,4,4,3,4,4,4,4,3,3,2,3,2,3,3,3,3,4,4,4,4","1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),20,1000.0,3000,793,73.57,True,"4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,5,4,3","1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),21,1000.0,3000,778,74.07,True,"4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,6,6,4,4,4,4,4,4,3","0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),22,1000.0,3000,781,73.97,True,"4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3","0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),23,1000.0,3000,776,74.13,True,"4,4,3,4,3,4,4,3,3,4,3,3,3,6,6,4,3,3,4,4,3,4,4,4,4,4,3,3,3,3,3,4","1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),24,1000.0,3000,785,73.83,True,"4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4","1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),25,1000.0,3000,779,74.03,True,"4,4,4,5,4,3,3,3,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,5,4,4","1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),26,1000.0,3000,790,73.67,True,"3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5","0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),27,1000.0,3000,760,74.67,True,"4,4,3,3,3,3,3,3,3,2,3,3,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4","0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),28,1000.0,3000,775,74.17,True,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,2","1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),29,1000.0,3000,777,74.1,True,"3,3,4,3,3,3,4,3,6,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,3","0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),30,1000.0,3000,790,73.67,True,"4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,6,6,3","1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),31,1000.0,3000,786,73.8,True,"3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4","0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),32,1000.0,3000,768,74.4,True,"4,4,4,3,3,4,4,3,3,4,3,4,4,3,4,4,3,4,4,7,4,3,3,3,4,3,3,4,3,3,3,0","0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),33,1000.0,3000,769,74.37,True,"3,3,3,4,4,3,4,3,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2","1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),34,1000.0,3000,769,74.37,True,"4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,3,4,4,3,3,3,3,2,4,3,3,3,3,3,4,4,4","0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),35,1000.0,3000,782,73.93,True,"4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,5,5,4","1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),36,1000.0,3000,765,74.5,True,"4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,4,4,4,4,4,3","0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),37,1000.0,3000,784,73.87,True,"4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4","1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),38,1000.0,3000,779,74.03,True,"4,4,4,3,4,4,4,4,4,3,4,4,3,4,6,5,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),39,1000.0,3000,776,74.13,True,"3,4,4,4,3,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,3","0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),40,1000.0,3000,790,73.67,True,"4,3,4,5,6,4,3,3,3,4,4,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,5,4","1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),41,1000.0,3000,784,73.87,True,"4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4","0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),42,1000.0,3000,758,74.73,True,"3,4,5,3,2,3,3,3,3,3,3,3,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4","1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),43,1000.0,3000,769,74.37,True,"4,4,3,3,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),44,1000.0,3000,769,74.37,True,"3,3,3,4,3,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4","0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),45,1000.0,3000,784,73.87,True,"4,4,3,5,5,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,2,4,3,3,4,6,5","1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),46,1000.0,3000,773,74.23,True,"4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,3,4,4,3,4,5,4,4,4,4,4,4","0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),47,1000.0,3000,788,73.73,True,"4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,5,6,4,3,3,3,3,4,4,4,3,3,4","1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),48,1000.0,3000,777,74.1,True,"4,4,4,4,3,3,4,4,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),49,1000.0,3000,753,74.9,True,"3,4,4,3,3,3,4,4,3,5,5,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3","0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),50,1000.0,3000,797,73.43,True,"4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,6,5","1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),51,1000.0,3000,778,74.07,True,"6,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,4,4,4,4,4,3,4,5,4,4,4,3,4,3","1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),52,1000.0,3000,786,73.8,True,"4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3","0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),53,1000.0,3000,766,74.47,True,"4,4,3,3,3,4,2,3,3,3,3,3,3,3,4,7,5,3,4,3,4,4,4,4,4,3,3,4,3,4,3,3","1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),54,1000.0,3000,774,74.2,True,"3,3,3,4,4,4,4,4,4,4,5,4,3,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4","0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),55,1000.0,3000,787,73.77,True,"4,4,4,3,6,6,4,3,3,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,7","1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),56,1000.0,3000,790,73.67,True,"5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3","0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),57,1000.0,3000,774,74.2,True,"3,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4","0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),58,1000.0,3000,784,73.87,True,"4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,6,6,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1","1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),59,1000.0,3000,766,74.47,True,"3,4,3,3,4,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,3","1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),60,1000.0,3000,790,73.67,True,"4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,3,3,6,5,5","1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),61,1000.0,3000,794,73.53,True,"4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,5","0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),62,1000.0,3000,784,73.87,True,"4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3,5,7,5,4,4,3,4,4,4,4,3,4,4,4","0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),63,1000.0,3000,772,74.27,True,"4,4,3,4,4,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4","1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),64,1000.0,3000,775,74.17,True,"4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4","0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),65,1000.0,3000,791,73.63,True,"4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,5,3","1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),66,1000.0,3000,774,74.2,True,"4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,4,3,3,3,4,4,4,5,5,4,4,4,4,3,3","0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),67,1000.0,3000,779,74.03,True,"4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4","1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),68,1000.0,3000,769,74.37,True,"3,3,3,4,3,3,3,3,3,3,3,4,3,3,6,6,4,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4","1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),69,1000.0,3000,783,73.9,True,"4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),70,1000.0,3000,799,73.37,True,"4,3,3,4,7,5,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3,4,6,5","1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),71,1000.0,3000,779,74.03,True,"5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,5,4,4,3,3,3,3","0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),72,1000.0,3000,770,74.33,True,"4,4,4,4,3,3,3,3,2,3,4,3,4,4,4,3,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4","1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),73,1000.0,3000,764,74.53,True,"3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,1","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),74,1000.0,3000,773,74.23,True,"3,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3","1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),75,1000.0,3000,778,74.07,True,"3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,6,6","1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),76,1000.0,3000,787,73.77,True,"6,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4","0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),77,1000.0,3000,793,73.57,True,"4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,6,6,4,4,3,4,3,3,4,4,3,3","1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0"
Experiment A (Native 1000Hz),Lead I (LA-RA),78,1000.0,3000,785,73.83,True,"4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,6,6,4,4,3,4,4,3,4,4,4,3,4,4,3,4,3","1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1"
Experiment A (Native 1000Hz),Lead I (LA-RA),79,1000.0,3000,762,74.6,True,"3,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,4,4,4,4,3,3,3,2,3,3,3,4,4,4,4,4","1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1"
